"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2007","2007",145.2,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2008","2008",105.9,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2009","2009",83.8,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2010","2010",67.4,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2011","2011",68.7,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2012","2012",63.2,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2013","2013",60.7,,
"SVN","Slovenia","T-ACCI-KIL_PER_POP","Fatalities per million inhabitants","2014","2014",52.4,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",779,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",604.7,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",554.2,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",517.3,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",519.3,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",480.2,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",449,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",452.3,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",359.6,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",350.9,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",309.3,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",273.5,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",251.2,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",232.7,,
"TUR","Turkey","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",222.6,"E","Estimated value"
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",318,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",309.4,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",492.4,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",404.8,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",375.3,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",301.1,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",249,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",203.3,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",178.3,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",171.6,,
"BGR","Bulgaria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",188.4,"E","Estimated value"
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",177.6,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",172.8,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",149.4,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",164.6,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",148.9,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",133.7,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",125.8,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",132,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",112.7,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",119.6,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",116.1,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",87.8,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",94.8,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",76.6,,
"NZL","New Zealand","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",86.8,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",120.8,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",117.9,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",114.2,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",114.2,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",101.7,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",98.7,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",96.1,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",88.3,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",75.8,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",66.8,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",54.2,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",55.6,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",50.6,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",49,,
"GBR","United Kingdom","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",49.1,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",320.5,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",290.9,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",304.5,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",298.4,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",281.3,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",254.5,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",201.5,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",222,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",186.2,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",150,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",133.2,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",126.7,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",119.6,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",102.7,,
"CZE","Czech Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",108.2,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",159.4,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",155.4,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",148.8,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",135.9,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",126.6,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",128.8,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",122.4,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",110.8,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",92.2,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",83.2,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",80.3,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",75.2,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",73.2,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",66.2,,
"ITA","Italy","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",64.5,"E","Estimated value"
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",452.3,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",302.7,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",314.1,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",200.6,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",153.6,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",119.9,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",147.4,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",121,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",107.7,,
"EST","Estonia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",103.7,"E","Estimated value"
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",486.3,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",551.6,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",522.9,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",494.8,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",508.1,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",474.5,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",426.5,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",412.9,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",264.9,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",194,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",158,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",154.2,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",153.8,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",126.4,,
"LTU","Lithuania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",131.8,"E","Estimated value"
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",256.3,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",254.6,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",228.8,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",203.3,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",191.9,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",176.8,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",171,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",167.7,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",145.6,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",143.4,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",125.7,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",125.6,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",111.3,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",103.5,,
"BEL","Belgium","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",,"E","Estimated value"
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",436.7,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",413.4,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",402.1,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",408.4,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",424.3,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",383.1,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",377.9,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",379.2,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",320,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",197.7,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",174.1,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",152.9,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",159.2,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",110.1,,
"SVK","Slovak Republic","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",129.4,"E","Estimated value"
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",47.8,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",59.3,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",36,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",49.3,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",51,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",71.7,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",49.5,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",54.7,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",28.8,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",56.1,,
"MLT","Malta","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",31.2,"E","Estimated value"
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",391.5,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",337.1,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",327.1,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",297.5,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",241.1,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",227.5,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",174.7,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",172.5,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",154.8,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",127.7,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",161.7,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",154,"E","Estimated value"
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",124.3,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",111.3,,
"PRT","Portugal","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",111.5,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",153.1,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",162.8,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",153.4,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",137.1,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",130.5,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",126.3,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",107.7,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",117.1,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",102.2,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",75.3,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",70.6,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",72.8,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",61.7,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",60.9,,
"FIN","Finland","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",51.7,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",855.9,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",719.1,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",686.1,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",625.6,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",622.4,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",492.2,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",411.9,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",386.5,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",283.4,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",236.1,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",296.2,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",251.4,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",244.8,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",240.6,,
"LVA","Latvia","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",284.9,"E","Estimated value"
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",192.6,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",178.8,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",164.9,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",155,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",146.5,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",141.3,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",127.7,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",112.9,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",100.1,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",97,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",87.6,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",79.7,,
"EU27","European Union (27)","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",78.9,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",122.1,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",117,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",110.9,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",103.4,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",92.3,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",83.2,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",82.6,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",85.8,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",70.9,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",63.5,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",47,"B","Break"
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",56.8,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",49.5,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",44.7,,
"SWE","Sweden","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",45.6,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",443.5,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",436.3,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",480.5,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",422.2,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",392.1,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",379.2,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",376.9,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",347.4,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",274.8,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",225.8,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",203.3,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",176.8,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",168.1,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",163.2,,
"HUN","Hungary","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",165.7,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",193.3,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",190.7,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",190.6,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",185.9,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",180,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",177.1,,
"USA","United States","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",169.9,,
